ÁöÁ¡,ÀÏ½Ã,Æò±Õ Ç³¼Ó(m/s),Æò±Õ±â¾Ð(hPa),Æò±Õ »ó´ë½Àµµ(%),Æò±Õ ±â¿Â(¡ÆC)
22105,2014-07-29,2.7,1010.7,92,21.1
22105,2014-07-30,3.1,1011,93,23
22105,2014-07-31,4.1,1010,85,
22105,2014-08-01,1.7,1009.3,78,
22105,2014-08-02,3.8,1006.4,75,
22105,2014-08-03,8.8,1001.2,76,
22105,2014-08-04,6.4,999,80,
22105,2014-08-05,2.1,1002.5,78,
22105,2014-08-06,1.6,1004.5,75,
22105,2014-08-07,1.6,,87,
22105,2014-08-08,4.7,,88,23.1
22105,2014-08-09,7.1,1007.7,88,23.3
22105,2014-08-10,8,999.3,92,23
22105,2014-08-11,6.6,,84,23
22105,2014-08-12,2.8,1002.8,82,24.5
22105,2014-08-13,3.6,1008.6,97,23.8
22105,2014-08-14,3.4,1010.1,84,22.2
22105,2014-08-15,3.2,1009.5,89,23
22105,2014-08-16,2.5,1011,83,23.6
22105,2014-08-17,3,1013.8,82,23.3
22105,2014-08-18,6.6,1010.7,96,21.9
22105,2014-08-19,4,1010.7,96,22.4
22105,2014-08-20,2.5,,96,22.3
22105,2014-08-21,3.3,1007,98,22.9
22105,2014-08-22,4.2,1008.3,89,23.7
22105,2014-08-23,3.4,1008.5,87,24.4
22105,2014-08-24,1.9,1008.5,88,25
22105,2014-08-25,5.5,1008.6,93,22.9
22105,2014-08-26,8.1,1011.2,89,22.2
22105,2014-08-27,5.3,1016.7,75,21.8
22105,2014-08-28,3,1017.8,75,21.7
22105,2014-08-29,2.4,,74,21.8
22105,2014-08-30,2.7,1016.4,72,21.7
22105,2014-08-31,2,1014.6,71,22.1
22105,2014-09-01,2.4,1015.4,79,22.2
22105,2014-09-02,3.4,1014.3,80,22.6
22105,2014-09-03,5.6,1003.8,91,21.7
22105,2014-09-04,2.6,1006,84,23.5
22105,2014-09-05,3.3,,78,24.1
22105,2014-09-06,2.3,1011.9,90,23.7
22105,2014-09-07,2.4,1009.6,83,23.1
22105,2014-09-08,4.1,1006.7,83,23.4
22105,2014-09-09,3.1,1007.4,82,23.5
22105,2014-09-10,2.5,1011.1,67,23.1
22105,2014-09-11,1.5,1014.1,63,22.8
22105,2014-09-12,1.9,,61,22.7
22105,2014-09-13,3.9,1016.3,66,22.1
22105,2014-09-14,3.2,1016.1,68,22.3
22105,2014-09-15,3.2,,75,23
22105,2014-09-16,3.7,1015.4,67,22.1
22105,2014-09-17,3.9,1016.8,67,21.6
22105,2014-09-18,2.9,1017.9,57,21.7
22105,2014-09-19,6.4,1014.8,58,22.3
22105,2014-09-20,4.5,1014.9,65,22.1
22105,2014-09-21,4.8,1017.8,63,22.4
22105,2014-09-22,2.9,1019.9,73,21.8
22105,2014-09-23,3.7,1018.5,72,22.3
22105,2014-09-24,7.8,1009.8,86,20.3
22105,2014-09-25,6.2,1013.6,70,21.2
22105,2014-09-26,3.6,1018.4,62,20.5
22105,2014-09-27,4.3,1016.1,68,22
22105,2014-09-28,3.9,1016,76,22.4
22105,2014-09-29,4.6,1012.8,75,22.2
22105,2014-09-30,8.3,1018.2,73,18.3
22105,2014-10-01,5,,68,18.3
22105,2014-10-02,5.9,,70,20.6
22105,2014-10-31,4.8,1019.6,73,17.8
22105,2014-11-01,4.4,1012.4,84,17.8
22105,2014-11-02,9.3,1006.4,57,16.8
22105,2014-11-03,8,1015,43,12.6
22105,2014-11-04,3.9,1020.6,46,15.6
22105,2014-11-05,4.9,1018.8,48,17.7
22105,2014-11-06,5.7,1018.8,61,16.8
22105,2014-11-07,7.9,1025.5,71,13.4
22105,2014-11-08,6.1,1024.1,74,16.5
22105,2014-11-09,5.8,1020.7,64,15.7
22105,2014-11-10,2.5,1021.4,49,15.6
22105,2014-11-11,4.7,1014.2,49,16.2
22105,2014-11-12,10.1,1007.4,49,13
22105,2014-11-13,10.2,1017.4,49,5.8
22105,2014-11-14,9.6,1021.3,47,9.3
22105,2014-11-15,4.5,1026.6,50,10.4
22105,2014-11-16,2.3,1024,47,12.4
22105,2014-11-17,7.5,1021.5,59,11.5
22105,2014-11-18,4.5,1025.3,53,11.2
22105,2014-11-19,2.6,1026,48,12.6
22105,2014-11-20,3.2,1023.7,44,13.7
22105,2014-11-21,4.7,1021.7,48,15.5
22105,2014-11-22,6.2,1022.9,58,15.7
22105,2014-11-23,5.6,1024.7,66,14.8
22105,2014-11-24,4.7,1020.4,55,14.8
22105,2014-11-25,9.3,1018.9,61,12.2
22105,2014-11-26,5.4,1018.8,61,12.6
22105,2014-11-27,3.1,1022.5,58,14.4
22105,2014-11-28,6.5,1016,74,14.9
22105,2014-11-29,7.8,1019.2,70,13.9
22105,2014-11-30,6.6,1012.2,82,14.2
22105,2014-12-01,13.1,1005.2,60,7.7
22105,2014-12-02,13.5,1014.4,60,1.5
22105,2014-12-03,9.8,1015.5,55,5.1
22105,2014-12-04,9.3,1016,51,3.8
22105,2014-12-05,9.5,1014.9,56,2.1
22105,2014-12-06,9.4,1017.8,57,3.3
22105,2014-12-07,4.6,1024.2,49,4.5
22105,2014-12-08,5.1,1026.2,60,6.8
22105,2014-12-09,5.6,1032.3,61,7.4
22105,2014-12-10,8.5,1022.8,61,11
22105,2014-12-11,9.3,1017.8,55,7.3
22105,2014-12-12,9.4,1018.2,55,4.7
22105,2014-12-13,11.2,1020.8,54,1.5
22105,2014-12-14,9.7,1025.3,56,3.3
22105,2014-12-15,6.8,1024.9,53,7
22105,2014-12-16,12.4,1011.1,61,4.3
22105,2014-12-17,14.5,1016.7,71,-2.1
22105,2014-12-18,8.9,1028.8,72,.6
22105,2014-12-19,6.3,1027.1,54,7.1
22105,2014-12-20,10.9,1015.8,56,7.4
22105,2014-12-21,9.7,1018.8,51,1.5
22105,2014-12-22,9.7,1019,54,3.2
22105,2014-12-23,5.5,1022.9,51,6.9
22105,2014-12-24,8.5,1018.1,57,8.8
22105,2014-12-25,9.4,1022.3,53,5.1
22105,2014-12-26,4.3,1027.7,53,4.6
22105,2014-12-27,4.1,1028.1,52,7.6
22105,2014-12-28,3.9,1019.2,48,8.2
22105,2014-12-29,5.2,1012.6,51,7.8
22105,2014-12-30,8.9,1012.9,44,8.8
22105,2014-12-31,8.3,1012.7,50,5
22105,2015-01-01,10.6,1016.5,65,-.3
22105,2015-01-02,9.7,1019.1,61,1.1
22105,2015-01-03,3.6,1019.2,38,4.8
22105,2015-01-04,4.3,1016.1,55,8.2
22105,2015-01-05,7.1,1015.6,58,10.8
22105,2015-01-06,9.9,1009.1,60,6.8
22105,2015-01-07,9.1,1017.7,62,2.4
22105,2015-01-08,3.5,1021.3,51,4.4
22105,2015-01-09,5.4,1020.4,48,5
22105,2015-01-10,7.6,1019.3,47,6.1
22105,2015-01-11,8.7,1019.9,73,4.3
22105,2015-01-12,6.7,1032.3,58,4.2
22105,2015-01-13,4.7,1032.4,49,7.3
22105,2015-01-14,4.3,1025.6,52,9.3
22105,2015-01-15,7.5,1021,76,7.3
22105,2015-01-16,8.1,1015.8,62,7
22105,2015-01-17,9.5,1021.4,54,4
22105,2015-01-18,4,1019,37,6.2
22105,2015-01-19,9.1,1017.8,51,6.6
22105,2015-01-20,2.9,1026.5,56,6.6
22105,2015-01-21,3.3,1022.3,73,7.9
22105,2015-01-22,10.8,1017.7,71,5.7
22105,2015-01-23,5.2,1020.5,57,5.5
22105,2015-01-24,5.3,1024.2,52,6.6
22105,2015-01-25,,1025.2,66,9
22105,2015-01-26,,1017.4,89,8.7
22105,2015-01-27,,1020.2,82,4.4
22105,2015-01-28,,1027,83,2.3
22105,2015-01-29,,1026.3,82,4.5
22105,2015-01-30,,1020.9,65,4.6
22105,2015-01-31,,1028.4,68,2.6
22105,2015-02-01,,1031,52,4
22105,2015-02-02,,1031,56,5.2
22105,2015-02-03,,1028.4,68,5.8
22105,2015-02-04,,1020.7,78,5.3
22105,2015-02-05,,1020.4,69,4.2
22105,2015-02-06,,1022.5,51,5.7
22105,2015-02-07,,1017.9,53,7.2
22105,2015-02-08,,1018.2,68,.2
22105,2015-02-09,,1020.5,63,.3
22105,2015-02-10,,1014.2,51,5.9
22105,2015-02-11,,1010.4,52,7.4
22105,2015-02-12,,1009.5,56,3.6
22105,2015-02-13,,1015.7,62,2.5
22105,2015-02-14,,1018.3,54,6.9
22105,2015-02-17,9.3,1012.8,79,6.2
22105,2015-02-18,9.2,1018.5,69,5.4
22105,2015-02-19,8.1,1025.8,63,4.8
22105,2015-02-20,4.1,1027.6,54,6.2
22105,2015-02-21,9.7,1020.6,78,8.9
22105,2015-02-22,8.3,1011.2,76,10.4
22105,2015-02-23,7.7,1015.5,51,7
22105,2015-02-24,4.3,1017.3,51,5.9
22105,2015-02-25,6.4,1018.9,65,8.1
22105,2015-02-26,10,1013.3,54,8
22105,2015-02-27,9.1,1024.5,63,2.1
22105,2015-02-28,2.6,1027.2,53,5.4
22105,2015-03-01,7.6,1015.4,61,6.3
22105,2015-03-02,7.3,1017.7,46,7
22105,2015-03-03,6.5,1011,57,8.4
22105,2015-03-04,11.5,1013.9,52,3.9
22105,2015-03-05,6.5,1026,64,3
22105,2015-03-06,5.1,1025.1,59,5.4
22105,2015-03-07,5.9,1022.9,67,8
22105,2015-03-08,5.6,1023.3,66,8.8
22105,2015-03-09,7,1014.4,70,7.7
22105,2015-03-10,12.8,1016.8,54,.4
22105,2015-03-11,10.1,1015.1,44,4.2
22105,2015-03-12,8.8,1016.2,36,4.9
22105,2015-03-13,4,1018,49,6.2
22105,2015-03-14,5.1,1022.8,52,7.2
22105,2015-03-15,5.1,1020.2,67,10.2
22105,2015-03-16,4.9,1019.6,79,11
22105,2015-03-17,2.3,1016.7,86,11.6
22105,2015-03-18,5.5,1016.1,89,9.4
22105,2015-03-19,6.9,1014,91,8.5
22105,2015-03-20,4.6,1017.2,90,10.4
22105,2015-03-21,3.3,1014,86,11.3
22105,2015-03-22,6.4,1016.6,55,10.7
22105,2015-03-23,,1022.8,38,6.5
22105,2015-03-24,3.3,1030.1,45,6.4
22105,2015-03-25,4.9,1033.8,51,8.6
22105,2015-03-26,4.5,1030.1,64,10.8
22105,2015-03-27,4.3,1022.2,73,11.8
22105,2015-03-28,3.7,1015,68,12.5
22105,2015-03-29,3.3,1015.9,74,11.7
22105,2015-03-30,8,1017.1,84,12.6
22105,2015-03-31,4.5,1014.3,84,13.5
22105,2015-04-01,7,1018.2,86,9.6
22105,2015-04-02,9.3,1010.1,83,10.7
22105,2015-04-03,8.5,1005.4,83,11.3
22105,2015-04-04,4.9,1018.9,77,8.7
22105,2015-04-05,4.9,1015.3,89,9
22105,2015-04-06,4.7,1018.5,82,9.5
22105,2015-04-07,7.5,1025.8,67,6.7
22105,2015-04-08,6.6,1027.6,62,7.2
22105,2015-04-09,7.5,1025.7,68,9.1
22105,2015-04-10,4.7,1023.3,76,9.9
22105,2015-04-11,4.8,1026.6,77,10.4
22105,2015-04-12,5.2,1028.4,83,10.9
22105,2015-04-13,7.1,1020.9,84,10.2
22105,2015-04-14,7.5,1008,88,8.1
22105,2015-04-15,3.4,1005.2,78,10.7
22105,2015-04-16,8.3,1005.3,72,12.9
22105,2015-04-17,8.1,1013.1,59,12.5
22105,2015-04-18,5.4,1014.5,71,12.8
22105,2015-04-19,5.6,1009,95,11.5
22105,2015-04-20,10.2,1007.1,90,9.4
22105,2015-04-21,6.6,1014.1,84,11.3
22105,2015-04-22,2,1016.4,85,12.6
22105,2015-04-23,4.8,1017.5,77,13.6
22105,2015-04-24,2.7,1018.1,64,14.4
22105,2015-04-25,5.1,1017.9,87,13.6
22105,2015-04-26,4.5,1014.3,76,15.1
22105,2015-04-27,4.1,1013.1,81,15.4
22105,2015-04-28,3,1013.7,85,14.9
22105,2015-04-29,4.4,1015,98,12.7
22105,2015-04-30,3.5,1014.4,98,12.5
22105,2015-05-01,6.5,1012.9,91,15.4
22105,2015-05-02,7.5,1011,88,16
22105,2015-05-03,4.9,1008,95,15.6
22105,2015-05-04,5.5,1005.2,90,14.3
22105,2015-05-05,6.1,1008.2,62,15.7
22105,2015-05-06,3.3,1009.8,77,15.9
22105,2015-05-07,3.2,1011.3,83,15.3
22105,2015-05-08,4,1012.1,76,16
22105,2015-05-09,5,1012.4,78,15.1
22105,2015-05-10,4.3,1020.1,70,13.8
22105,2015-05-11,9.9,1014.7,84,15.4
22105,2015-05-12,10,997.8,74,16.5
22105,2015-05-13,8.6,1000.6,65,17.6
22105,2015-05-14,7.2,1005.6,82,16.6
22105,2015-05-15,5.2,1009.2,90,13.3
22105,2015-05-16,5.8,1008.6,87,13.6
22105,2015-05-17,5.1,1009.1,72,17.2
22105,2015-05-18,7.6,1003.8,81,16
22105,2015-05-19,3.8,1003.4,81,16.5
22105,2015-05-20,5.2,1007,72,15.1
22105,2015-05-21,5.2,1010.4,76,17
22105,2015-05-22,4.2,1009.8,76,17.9
22105,2015-05-23,3.5,1008.7,80,18
22105,2015-05-24,2.7,1007.1,82,18.4
22105,2015-05-25,4.7,1008.1,92,17
22105,2015-05-26,3.6,1008.4,87,18.3
22105,2015-05-27,4.1,1010.3,89,16.7
22105,2015-05-28,4.1,1010.8,92,17
22105,2015-05-29,4.5,1006.8,86,18.5
22105,2015-05-30,2,1003.5,89,18.2
22105,2015-05-31,3.8,1008.3,91,17.6
22105,2015-06-01,6.2,1008,90,18.6
22105,2015-06-02,2.4,1006.3,90,19.2
22105,2015-06-03,6.8,1004.9,71,18.7
22105,2015-06-04,3.4,1009.6,85,18.3
22105,2015-06-05,5.9,1007,80,16.8
22105,2015-06-06,3.7,1013.7,81,16.7
22105,2015-06-07,7.7,1014.2,90,17.5
22105,2015-06-08,5.7,1007.2,96,17.3
22105,2015-06-09,3.3,1005.9,96,16.7
22105,2015-06-10,2.3,1008.4,85,20.3
22105,2015-06-11,4.8,1004.7,97,19.4
22105,2015-06-12,5.3,1003.2,94,17.7
22105,2015-06-13,3.9,,90,18.4
22105,2015-06-14,3.1,1007.9,95,18.8
22105,2015-06-15,1.6,1007.9,96,18.9
22105,2015-06-16,2.9,1006.3,94,19.5
22105,2015-06-17,2.5,1006.6,94,19.6
22105,2015-06-18,5,1008.1,89,20
22105,2015-06-19,6,1010.3,86,18.1
22105,2015-06-20,3.4,1010.2,89,18
22105,2015-06-21,3,1010.9,88,19
22105,2015-06-22,6.5,1010,94,19.3
22105,2015-06-23,2.7,1011.7,94,20.3
22105,2015-06-24,2,1011,93,20.6
22105,2015-06-25,2.6,1006.3,89,20.7
22105,2015-06-26,9.5,995.7,97,19.6
22105,2015-06-27,8,1007.2,88,18.1
22105,2015-06-28,3.1,1011.5,81,18.4
22105,2015-06-29,8.7,1006.5,89,19.4
22105,2015-06-30,4.2,999.7,93,19.5
22105,2015-07-01,4.8,,85,20.3
22105,2015-07-02,5.4,1000.2,78,21.3
22105,2015-07-03,4.6,1005,84,20.2
22105,2015-07-04,4.1,1011.1,81,19.1
22105,2015-07-05,2.2,1012.6,79,19.9
22105,2015-07-06,2.6,1013.1,75,20.4
22105,2015-07-07,3.5,1012.2,84,20.8
22105,2015-07-08,6.4,1013.9,93,19.9
22105,2015-07-09,3.8,1017,91,21
22105,2015-07-10,2.8,1015.8,91,20.6
22105,2015-07-11,5.4,1011.1,96,20.9
22105,2015-07-12,8.9,1001.6,92,22.8
22105,2015-07-13,13.2,992.3,89,21.4
22105,2015-07-14,5.7,1001.4,90,20.1
22105,2015-07-15,4.4,1008.5,94,19.9
22105,2015-07-16,8.4,1010.1,86,18.8
22105,2015-07-17,9.3,1007.3,87,18.8
22105,2015-07-18,2.8,1009.8,87,19.6
22105,2015-07-19,1.6,1012.9,92,20.3
22105,2015-07-20,4.2,1011.8,96,18.8
22105,2015-07-21,3.2,1008.5,99,18.8
22105,2015-07-22,1.9,1007.5,99,20.4
22105,2015-07-23,2.5,1006.9,97,22.3
22105,2015-07-24,7.4,1004.3,93,22.7
22105,2015-07-25,8.8,1005.4,89,23.2
22105,2015-07-26,5.1,1007.1,90,22.8
22105,2015-07-27,2.6,1006.2,91,24.2
22105,2015-07-28,2.6,1006.4,89,24.8
22105,2015-07-29,3.1,1005.6,91,24.5
22105,2015-07-30,4.4,1006.8,89,24.9
22105,2015-07-31,4.6,1008,89,24.7
22105,2015-08-01,2.5,1009.8,93,24.6
22105,2015-08-02,4.3,1009.5,94,24.1
22105,2015-08-03,6.1,1007.6,88,24.6
22105,2015-08-04,6.3,1005.6,87,23.1
22105,2015-08-05,4.1,1007,88,22.7
22105,2015-08-06,2.2,1011.8,95,22.7
22105,2015-08-07,3,1015.7,99,23.2
22105,2015-08-08,2.7,1014.2,95,25.1
22105,2015-08-09,1.9,1009.9,86,25.9
22105,2015-08-10,2,1008,84,26.3
22105,2015-08-11,3.2,1006.8,85,26.5
22105,2015-08-12,4.2,1005.3,82,24.3
22105,2015-08-13,2.5,1004.9,82,25.2
22105,2015-08-14,2.2,1006,82,24.7
22105,2015-08-15,2.3,,79,25.6
22105,2015-08-16,3.5,1008.4,83,25.7
22105,2015-08-17,5.5,1008.2,86,25
22105,2015-08-18,4.9,1013.4,80,25.1
22105,2015-08-19,2.4,1014.1,83,25.1
22105,2015-08-20,5.1,1009,86,25.4
22105,2015-08-21,2.6,1004.3,83,24.4
22105,2015-08-22,4.2,1005,87,24.9
22105,2015-08-23,4.2,1007.6,87,
22105,2015-08-24,7.3,1009.2,84,24.7
22105,2015-08-25,14.6,1000.3,90,22
22105,2015-08-26,10.1,1003,82,20
22105,2015-08-27,7.3,1005.4,85,23.2
22105,2015-08-28,2.5,1007.9,79,23.7
22105,2015-08-29,1.4,,87,23.3
22105,2015-08-30,1.1,1011.3,87,23.3
22105,2015-08-31,2,1013.6,84,23.6
22105,2015-09-01,6.5,1011.2,87,23.1
22105,2015-09-02,5.3,1012.4,87,22.6
22105,2015-09-03,2.6,1009.8,84,23.6
22105,2015-09-04,4,1012.8,81,22.7
22105,2015-09-05,7.5,1010.9,78,22.2
22105,2015-09-06,8.2,1008.8,77,21
22105,2015-09-07,6,1013.7,69,20.6
22105,2015-09-08,6.9,1017.3,70,20.9
22105,2015-09-09,10.9,1015.5,79,21.1
22105,2015-09-10,6.6,1012.9,78,21.1
22105,2015-09-11,3.3,1009.7,78,21.6
22105,2015-09-12,4.7,1008.9,81,19.5
22105,2015-09-13,2.3,1015.6,66,20.1
22105,2015-09-14,3.9,1022.5,72,20.7
22105,2015-09-15,4.2,1022.8,64,20.6
22105,2015-09-16,5,1019.4,65,20.4
22105,2015-09-17,6.9,1018,79,
22105,2015-09-18,6.2,1017.3,74,20.6
22105,2015-09-19,3.3,1014.3,72,20.4
22105,2015-09-20,4.9,1012.8,79,20.5
22105,2015-09-21,4.8,1015.1,84,21
22105,2015-09-22,6.2,1017.3,84,21.1
22105,2015-09-23,3.7,1012.3,81,21.3
22105,2015-09-24,4,1008.9,85,21.1
22105,2015-09-25,3.1,1008.2,82,21.3
22105,2015-09-26,2.5,1011,83,21.3
22105,2015-09-27,3.2,1014.9,79,21.8
22105,2015-09-28,4.9,1019,75,22.2
22105,2015-09-29,5.2,1025.2,63,20.5
22105,2015-09-30,6.2,1023.4,60,20.3
22105,2015-10-01,9.5,1001.4,84,21.1
22105,2015-10-02,8.9,1010.4,45,19.1
22105,2015-10-03,6.8,1015.4,60,21.1
22105,2015-10-04,5.1,1025.1,48,18.3
22105,2015-10-05,4.1,1023.7,54,19.1
22105,2015-10-06,6.8,1020.3,72,19.8
22105,2015-10-07,5.6,1018.3,73,19.6
22105,2015-10-08,4.8,1011.2,76,19.9
22105,2015-10-09,6.7,1007.7,47,20.7
22105,2015-10-10,6.3,1008.9,53,18.1
22105,2015-10-11,8.4,1010.1,53,15.8
22105,2015-10-12,6.6,1014.6,51,15.9
22105,2015-10-13,5,1017.2,50,18.3
22105,2015-10-14,4.8,1019.7,64,18.7
22105,2015-10-15,3.7,1020.1,71,19.4
22105,2015-10-16,3.1,1020,70,19.8
22105,2015-10-17,5.1,1020.3,73,19.5
22105,2015-10-18,5,1019,72,20.2
22105,2015-10-19,7.5,1017.3,72,18.9
22105,2015-10-20,6.7,1017.2,71,19.7
22105,2015-10-21,8.3,1018.9,77,19.1
22105,2015-10-22,6.4,1023.1,71,16.6
22105,2015-10-23,6.1,1018.3,76,19.3
22105,2015-10-24,7,1016.5,63,19.5
22105,2015-10-25,5,1025.9,54,15.3
22105,2015-10-26,8.2,1021,64,16.1
22105,2015-10-27,9.8,1007.6,67,17.3
22105,2015-10-28,9.2,1016.2,42,14.7
22105,2015-10-29,6.8,1020.3,41,13
22105,2015-10-30,6.6,1024,44,10.9
22105,2015-10-31,3.6,1027.8,46,10.6
22105,2015-11-01,5.1,1024.6,52,13.8
22105,2015-11-02,5.1,1019.9,46,15
22105,2015-11-03,4.6,1026.9,52,16.2
22105,2015-11-04,9.3,1026.3,64,18
22105,2015-11-05,3.2,1024.1,50,18.1
22105,2015-11-06,8.5,1028.6,74,15.2
22105,2015-11-07,9.9,1024.5,89,15.3
22105,2015-11-08,9.1,1016.9,89,15.3
22105,2015-11-09,4.8,1016.2,88,14.2
22105,2015-11-10,5.4,1022.6,78,13.7
22105,2015-11-11,8.3,1029,81,13.5
22105,2015-11-12,6.3,1031.6,67,15.1
22105,2015-11-13,8.1,1023.5,75,15.7
22105,2015-11-14,7.7,1012.2,92,16.4
22105,2015-11-15,4.3,1018.8,76,16.1
22105,2015-11-16,5,1017.9,79,16.9
22105,2015-11-17,7.6,1019.5,81,14.6
22105,2015-11-18,10.3,1023.6,78,11.7
22105,2015-11-19,5.4,1023.4,63,12.7
22105,2015-11-20,5.1,1022.2,68,14.3
22105,2015-11-21,4.9,1026.4,67,14
22105,2015-11-22,9.7,1027.9,79,13.6
22105,2015-11-23,9.7,1023.5,87,12.6
22105,2015-11-24,10.2,1025.3,74,9.1
22105,2015-11-25,7.5,1017.3,71,8.9
22105,2015-11-26,11.6,1008.8,57,6.4
22105,2015-11-27,9.7,1018.5,52,6.6
22105,2015-11-28,,1020.8,55,7.4
22105,2015-11-29,,1026.3,52,10
22105,2015-11-30,,1021.7,59,10.9
22105,2015-12-01,,1024.9,57,11.4
22105,2015-12-02,,1013.4,66,14.9
22105,2015-12-03,,1008.1,54,7.2
22105,2015-12-04,,1013.5,54,6.6
22105,2015-12-05,,1020.4,49,9.6
22105,2015-12-06,,1026.7,58,9.9
22105,2015-12-07,,1029.6,68,9.8
22105,2015-12-08,,1031,75,10.6
22105,2015-12-09,,1028.9,65,13.7
22105,2015-12-10,,1017.6,79,13.7
22105,2015-12-11,11.4,1017.9,72,8.7
22105,2015-12-12,2.8,1025.4,55,8.4
22105,2015-12-13,3.7,1024,63,9.4
22105,2015-12-14,4.1,1021,70,10.1
22105,2015-12-15,7.1,1014.5,63,11.4
22105,2015-12-16,8.5,1014.3,50,6.5
22105,2015-12-17,7.7,1022.3,60,3.5
22105,2015-12-18,5.9,1027.7,50,7.4
22105,2015-12-19,3.9,1032.9,57,9.1
22105,2015-12-20,7.3,1027.1,52,11.3
22105,2015-12-21,3.2,1024.3,58,10.4
22105,2015-12-22,1.9,1028.1,56,10.9
22105,2015-12-23,4.4,1021.1,78,11.3
22105,2015-12-24,4.4,1016.8,62,10.1
22105,2015-12-25,7.9,1017,52,6.6
22105,2015-12-26,8.2,1016.7,52,8.4
22105,2015-12-27,5.8,1026.7,65,2.5
22105,2015-12-28,6.4,1027.1,41,3.9
22105,2015-12-29,3.6,1029.4,38,5.2
22105,2015-12-30,4.1,1027.7,50,7.6
22105,2015-12-31,7.2,1027.1,66,7.7
22105,2016-01-01,3.7,1027.1,45,8.8
22105,2016-01-02,5.5,1020.3,48,11.5
22105,2016-01-03,3.5,1017.6,63,12.2
22105,2016-01-04,6.3,1018.7,54,10
22105,2016-01-05,5,1022.9,42,6.8
22105,2016-01-06,5.1,1020.6,46,6.8
22105,2016-01-07,6.1,1019.9,51,5.3
22105,2016-01-08,6.3,1018.5,46,4.7
22105,2016-01-09,5.9,1021.1,47,5.3
22105,2016-01-10,6.1,1022.7,46,6.4
22105,2016-01-11,6.4,1023.2,56,5
22105,2016-01-12,3.9,1019.5,49,5.1
22105,2016-01-13,8.3,1015.3,50,3.8
22105,2016-01-14,7.8,1018.4,40,3.1
22105,2016-01-15,5.4,1020.5,53,4.6
22105,2016-01-16,2.7,1022.7,63,6.1
22105,2016-01-17,2.7,1017.4,72,7.7
22105,2016-01-18,10.9,1004.3,62,4.9
22105,2016-01-19,12.4,1010.5,68,-2.2
22105,2016-01-20,7.7,1024.2,,2.4
22105,2016-01-21,5.4,1023.8,82,3.3
22105,2016-01-22,6.3,1026.3,51,2.6
22105,2016-01-23,9.3,1023.1,51,-.6
22105,2016-01-24,10.6,1017.2,68,-3.8
22105,2016-01-25,4.6,1023.1,51,-.5
22105,2016-01-26,5.7,1022,47,4
22105,2016-01-27,5,1026.2,43,6.1
22105,2016-01-28,4.2,1028.3,53,6.1
22105,2016-01-29,8.1,1025.8,75,5.6
22105,2016-01-30,5.7,1025.3,81,4.7
22105,2016-01-31,7.2,,61,5.3
22105,2016-02-01,9.2,1024.6,66,3.1
22105,2016-02-02,5.8,1025.2,67,2.9
22105,2016-02-03,3.8,1024.6,56,3.7
22105,2016-02-04,5.8,1021.3,43,5.9
22105,2016-02-05,6.4,1020,40,4.8
22105,2016-02-06,6.7,1020.2,55,2.6
22105,2016-02-07,4.3,1020.9,46,3.9
22105,2016-02-08,5.8,1014.6,46,5.4
22105,2016-02-09,9.9,1017.1,51,5.3
22105,2016-02-10,4.4,1026,51,5.8
22105,2016-02-11,9.1,1026.3,70,10.2
22105,2016-02-12,9.2,1019,87,12.3
22105,2016-02-13,6.2,1008.7,96,10.6
22105,2016-02-14,9.6,1006.9,71,4.6
22105,2016-02-15,9.1,1015.2,24,1
22105,2016-02-16,8.2,1014.6,33,2.6
22105,2016-02-17,6.8,1020.9,48,4.1
22105,2016-02-18,6.7,1020.5,49,7.7
22105,2016-02-19,5.8,1023.6,45,9
22105,2016-02-20,8.1,1020.9,60,5.9
22105,2016-02-21,6.2,1026.7,41,3.7
22105,2016-02-22,3.6,1029.1,46,6
22105,2016-02-23,7,1025.9,57,5.9
22105,2016-02-24,5.9,1030.8,36,1.2
22105,2016-02-25,7.2,1030.3,46,3.3
22105,2016-02-26,7.1,1026.8,48,5.3
22105,2016-02-27,3.7,1024.2,69,5.2
22105,2016-02-28,6.8,1019.6,76,6.9
22105,2016-02-29,10.4,1020.4,51,1.4
22105,2016-03-01,5.9,1024.3,30,2.2
22105,2016-03-02,6.9,1022.2,52,7.7
22105,2016-03-03,4.6,1023.4,59,9.9
22105,2016-03-04,5.6,1027.1,88,8.8
22105,2016-03-05,6.5,1021.6,91,10.1
22105,2016-03-06,6.2,1017.3,76,10.1
22105,2016-03-07,3,1018.9,69,9.2
22105,2016-03-08,5.5,1019.1,57,8.3
22105,2016-03-09,7.3,1022.1,69,4.2
22105,2016-03-10,4.5,1023.5,67,2.8
22105,2016-03-11,3.8,1023.2,50,3.2
22105,2016-03-12,4.4,1023.9,44,5.6
22105,2016-03-13,3.4,1022.4,47,8.6
22105,2016-03-14,5.4,1021.1,57,6.5
22105,2016-03-15,5.3,1021.7,62,8.6
22105,2016-03-16,3.6,1018.5,68,11.9
22105,2016-03-17,4.3,1018.2,75,12.5
22105,2016-03-18,5.7,1011.2,82,12.9
22105,2016-03-19,6.2,1015.2,66,10.2
22105,2016-03-20,3.2,1023.1,58,8.1
22105,2016-03-21,5.3,1022.6,57,9.4
22105,2016-03-22,5.4,1016,65,11.6
22105,2016-03-23,5.2,1020.2,61,7.9
22105,2016-03-24,5.5,1024.9,52,7.4
